,Date,Day,Comp,Round,Venue,Opponent,Start,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Opp_code,Day_code,Result_Type,Scores,Shooting_Accuracy,Opp_code_numeric
15,2023-09-28,Thu,Pro League A,Regular season,0,Club Brugge,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,strong,3.0,D,1–1,0.0,3.0
16,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,,0.0,
17,2023-10-05,Thu,Conf Lg,Group stage,0,rs Čukarički,N,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,50.0,0.0,2.0,0.0,1.0,1.0,,3.0,W,2–0,0.0,
18,2023-10-08,Sun,Pro League A,Regular season,0,Gent,N,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,weak,6.0,D,1–1,0.0,1.0
19,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,,0.0,
20,2023-10-26,Thu,Conf Lg,Group stage,1,hu Ferencváros,N,16.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,75.0,1.0,4.0,0.0,0.0,0.0,,3.0,D,0–0,100.0,
21,2023-10-29,Sun,Pro League A,Regular season,0,Kortrijk,N,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,5.0,80.0,0.0,5.0,0.0,1.0,0.0,weak,6.0,W,3–0,0.0,1.0
22,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,,0.0,
23,2023-11-09,Thu,Conf Lg,Group stage,0,hu Ferencváros,N,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,66.7,0.0,4.0,0.0,0.0,0.0,,3.0,D,1–1,0.0,
24,2023-11-12,Sun,Pro League A,Regular season,1,OH Leuven,N,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,100.0,1.0,7.0,1.0,0.0,0.0,weak,6.0,W,3–1,0.0,1.0
25,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,,0.0,
26,2023-11-30,Thu,Conf Lg,Group stage,0,it Fiorentina,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.0,L,1–2,0.0,
27,2023-12-03,Sun,Pro League A,Regular season,1,Gent,Y,75.0,2.0,0.0,0.0,0.0,7.0,5.0,1.0,0.0,23.0,0.0,0.0,0.0,1.9,1.9,0.0,2.0,1.0,2.0,8.0,25.0,0.0,16.0,3.0,2.0,1.0,weak,6.0,D,2–2,71.42857142857143,1.0
28,2023-12-10,Sun,Pro League A,Regular season,0,Eupen,Y,80.0,1.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,30.0,1.0,1.0,2.0,1.2,1.2,0.0,1.0,0.0,8.0,17.0,47.1,1.0,19.0,1.0,3.0,1.0,weak,6.0,W,3–1,40.0,1.0
29,2023-12-14,Thu,Conf Lg,Group stage,1,rs Čukarički,Y,89.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.2,0.2,0.2,1.0,0.0,10.0,12.0,83.3,1.0,16.0,2.0,2.0,0.0,,3.0,W,2–0,0.0,
30,2023-12-17,Sun,Pro League A,Regular season,1,Kortrijk,Y,64.0,1.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,26.0,1.0,0.0,0.0,1.1,1.1,0.2,1.0,0.0,13.0,18.0,72.2,2.0,22.0,3.0,0.0,0.0,weak,6.0,W,4–0,60.0,1.0
31,2023-12-23,Sat,Pro League A,Regular season,0,Anderlecht,Y,67.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,1.1,1.1,0.1,5.0,0.0,7.0,8.0,87.5,1.0,11.0,2.0,3.0,3.0,strong,5.0,L,1–2,0.0,3.0
32,2023-12-26,Tue,Pro League A,Regular season,1,Antwerp,Y,87.0,0.0,1.0,0.0,0.0,4.0,2.0,0.0,0.0,34.0,1.0,0.0,0.0,0.2,0.2,1.1,7.0,2.0,19.0,24.0,79.2,5.0,22.0,3.0,4.0,2.0,strong,1.0,W,3–0,50.0,3.0
33,2024-01-20,Sat,Pro League A,Regular season,1,Cercle Brugge,Y,90.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,2.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,13.0,23.0,56.5,1.0,25.0,2.0,3.0,1.0,strong,5.0,D,1–1,0.0,3.0
34,2024-01-28,Sun,Pro League A,Regular season,0,Sint-Truiden,Y,24.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.8,0.8,0.0,0.0,0.0,1.0,1.0,100.0,1.0,2.0,0.0,2.0,0.0,medium,6.0,D,1–1,100.0,2.0
35,2024-01-31,Wed,Pro League A,Regular season,0,OH Leuven,Y,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,1.0,1.0,1.0,0.0,0.0,0.1,3.0,0.0,19.0,28.0,67.9,5.0,32.0,2.0,3.0,2.0,weak,2.0,L,1–2,0.0,1.0
36,2024-02-03,Sat,Pro League A,Regular season,1,Union SG,Y,75.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,24.0,0.0,0.0,0.0,0.2,0.2,0.1,4.0,0.0,11.0,13.0,84.6,3.0,16.0,2.0,8.0,6.0,strong,5.0,L,0–1,100.0,3.0
37,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,,0.0,
38,2024-02-23,Fri,Pro League A,Regular season,0,Charleroi,N,21.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,13.0,0.0,1.0,1.0,0.2,0.2,0.0,1.0,0.0,9.0,10.0,90.0,2.0,10.0,0.0,0.0,0.0,weak,4.0,W,1–0,50.0,1.0
39,2024-03-03,Sun,Pro League A,Regular season,1,Club Brugge,N,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,50.0,1.0,2.0,0.0,0.0,0.0,strong,6.0,L,0–3,0.0,3.0
